name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
SW/095,Paternoster Square Great Horton,yes,,2018-11-01,,0.06,0,0,Site with permission for 6 town houses,local-authority-eng:BRD,not owned by a public authority,2016-05-12,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K7DQ61DHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LAA2G9DH0B200&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.784366 53.780698),SW/095,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414289.2,431600.4831,414319.0979,431640.6715,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-095
SW/098,"Harris Court Mill, Great Horton Road, Great Horton",yes,,2018-11-01,,0.57,129,52,The site/building has received recent development interest and an applcation is expected in the near future,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HVFQKRDHJ6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KQBCKGDH02100&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.786119 53.779114),SW/098,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414142.12,431385.65,414253.2462,431508.4,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-098
SW/105,"Clover Street/Haycliffe Road, Wibsey",,,2018-11-01,,0.22,11,9,The site was suggested by the local community and is only in part use. The owner and their intentions are not known but the site is considered to be developable for at least 9 homes,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J54IJODHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LDXJRFDH0B200&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.77955 53.775826),SW/105,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414576.0,431047.09,414671.9283,431104.0,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-105
SW/113,"Newall Street/Bottomley Street Off Manchester Road, Little Horton",yes,,2018-11-01,,0.81,0,0,Part of the site has a pending application,local-authority-eng:BRD,mixed ownership,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IUDD0SDH6A000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7605067FUL&activeTab=summary|https://planning.bradford.gov,pending decision,,POINT(-1.760121 53.781194),SW/113,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415846.9,431595.4,415967.9,431746.9103,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-113
SW/115,Land West Of 67 Bradford Road Clayton,yes,,2018-11-01,,0.17,0,0,Site with permission for 4 detached homes and 2 semis,local-authority-eng:BRD,not owned by a public authority,2016-05-06,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7906764FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NJ02A0DHLT000&activeTab=summary|https://planning.bradford.gov,permissioned,outline planning permission,POINT(-1.806353 53.784189),SW/115,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=412824.8,431965.4192,412884.16,432030.85,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-115
SW/119,"Former Odsal Clinic 55 Odsal Road, Odsal",,,2018-11-01,,0.21,8,6,Building with expired permission. The site could be redeveloped to at least 6 homes,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JDEGG1DH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9004336FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.765226 53.765488),SW/119,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415536.6,429898.6,415610.95,429958.7,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-119
SW/122,"Church Street, Buttershaw",yes,,2018-11-01,,0.13,0,0,Aplication penmding for 10,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J68Y5TDH86000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7804581FUL&activeTab=summary|https://planning.bradford.gov,pending decision,,POINT(-1.797224 53.759179),SW/122,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413439.27,429187.65,413490.41,429244.67,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-122
SW/130,"Little Horton Lane, Little Horton",yes,,2018-11-01,,0.15,0,0,Site with full permission to demolish medical centre and redevelop the site with 14 family homes,local-authority-eng:BRD,not owned by a public authority,2016-11-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IVK07UDHQ6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8095056FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.765291 53.780583),SW/130,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415543.3468,431561.67,415582.5236,431657.7,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-130
SW/131,"Sawrey Place, Little Horton",,,2018-11-01,,0.09,5,5,Site with expired permission for 5 terraced houses. The site can accommodate at least 5 units,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0204150LBC&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N1UOZJDHLT000&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.760918 53.788952),SW/131,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415833.2651,432521.1677,415867.8,432561.95,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-131
SW/134,"Meadway, Wibsey",yes,,2018-11-01,,0.23,7,6,Site with expired permission. The site is available.,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8300774FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LDQ5WMDH0GF00&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.790482 53.75415),SW/134,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413891.6639,428634.1963,413940.39,428695.1594,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-134
SW/140,"The Prince of Wales Inn, 244 Bowling Old Lane",yes,,2018-11-01,,0.08,0,0,Site with detailed permission in place for redevelopment to 6 units,local-authority-eng:BRD,not owned by a public authority,2015-05-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OW9TQBDHFSY00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0101010FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.756111 53.778086),SW/140,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416150.87,431310.6,416186.73,431355.43,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-140
SW/141,"Hastings Street/Broadway Avenue, Little Horton",yes,,2018-11-01,,0.05,0,0,"Site with detailed permission for demolition of church hall and construction of 5, 3 storey dwellings",local-authority-eng:BRD,not owned by a public authority,2016-09-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J2Y8X3DH9T000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JRK50TDH0CH00&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.765705 53.774095),SW/141,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415528.8,430860.8,415550.6,430904.7,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-141
SW/144,Faxfleet Street/ Carr Street,yes,,2018-11-01,,0.09,0,0,Land with permission for 6 homes approved on appeal,local-authority-eng:BRD,,2016-10-24,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KYPSCADH02100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LLQQQLDHC1000&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.76283 53.770794),SW/144,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415707.4354,430498.5,415748.32,430540.0,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/SW-144
SW/147,"Grafton Street, Little Horton",yes,,2018-11-01,,0.85,0,0,Existing site of high rise flats with permission to redevelop to 46 family homes,local-authority-eng:BRD,owned by a public authority,2017-09-08,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IDJNPGDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0003707REG&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.756772 53.786956),SW/147,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416064.5449,432229.7461,416188.5197,432404.9263,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-147
SW/148,Cousen Road,yes,,2018-11-01,,0.45,20,17,Site considered suitable for redevelopment for residential use. The site has recently been for sale,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8106167FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JG0T13DH8O000&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.777385 53.780471),SW/148,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414718.55,431542.03,414830.8,431631.75,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/SW-148
SW/149,"100 Holingwood Lane, Great Horton",yes,,2018-11-01,,0.2,0,0,Site with permission for 5 units,local-authority-eng:BRD,not owned by a public authority,2017-01-05,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M021G3DH02100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OWZL6TDH02F00&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.797409 53.782052),SW/149,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413418.56,431738.95,413481.35,431797.45,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/SW-149
SW/150,"Dovesdale Road,Bankfoot",yes,,2018-11-01,,0.18,0,0,Site with redevelopment permission,local-authority-eng:BRD,not owned by a public authority,2017-11-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8603955EXT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9201821FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,outline planning permission,POINT(-1.764302 53.772023),SW/150,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415601.8,430628.8,415663.5,430685.55,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/SW-150
SW/151,"141 Woodhead Road, Shearbridge",yes,,2018-11-01,,0.06,0,0,Site with redevelopment permission and new build for 8 apartments.,local-authority-eng:BRD,,2017-12-16,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KVXFSUDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7605385FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.775274 53.789493),SW/151,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414881.779,432580.839,414923.45,432616.519,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/SW-151
TH/012,"Dole and Prospect Mills, Thornton Road, Thornton",yes,,2018-11-01,,1.21,54,45,Cleared site following fire. The owner intends bringing the site forward for development,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8093958FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8030318OUT&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.84752 53.789659),TH/012,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=410077.95,432554.6933,410215.6646,432660.4,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/TH-012
TH/015,"James Street, Thornton",,,2018-11-01,,0.33,16,13,Remaining part of a development site containing land and derlelict mill building. The site remains available. A new application is likely to be necessary,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7507369OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7404559FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.854759 53.792545),TH/015,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409626.7121,432884.2102,409699.09,432966.1336,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/TH-015
TH/018,"Old Road, Thornton",yes,,2018-11-01,,0.29,28,15,"Applications have been submitted to redevelop the site for upto 20 units, but no permission is yet in place.",local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9403078OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OZXDU0DH0CY00&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.837357 53.792512),TH/018,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=410788.25,432887.58,410836.05,432961.75,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/TH-018
